http://www.facebook.com,https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg
http://www.ask.com,https://www.ask.com/wp-content/themes/ask-2022/assets/images/site-logo.svg
http://www.t-mobile.com,https://t-mobile.scene7.com/is/image/Tmusprod/Samsung_Galaxy-Z-Flip5_Logo_wht?ts=1690308979445&$pngtransparent$&dpr=off
http://www.sprint.com,https://t-mobile.scene7.com/is/image/Tmusprod/Samsung_Galaxy-Z-Flip5_Logo_wht?ts=1690308979445&$pngtransparent$&dpr=off
http://www.lg.com,https://www.lg.com/lg5-common-gp/images/common/header/logo-b2c-m.jpg
http://www.wix.com,"https://static.wixstatic.com/media/0784b1_335406154fc24aedaa951f6b2dd51445~mv2.jpg/v1/fill/w_113,h_113,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/f-4.jpg"
http://www.dish.com,http://www.dish.com/global/includes/hero-global/images/nfl/logos_v2.png
http://www.conduit.com,https://d3185mdpnf0eap.cloudfront.net/logo.png
http://www.webs.com,http://www.webs.com//secure.websimages.com/v55a7611/active-static/target/external/images/brands/webs.png
http://www.about.com,"https://images.prismic.io/ddhomepage/56718115-6d29-4a92-8482-02f4b3b4a536_DCipher_logo+%281%29.png?auto=compress,format&fit=clip&cs=srgb&dpr=3&q=100"
http://www.blackberry.com,http://www.blackberry.com/content/dam/bbcomv4/blackberry-com/en/homepage/homepage_m3_bb-cybersecurity.svg
http://www.centurylink.com,http://www.centurylink.com/assets/images/page-components/home/redesign/epixLogo.png
http://www.reachlocal.com,https://localiq.com/wp-content/uploads/2023/01/TaglineNone-BackgroundLight.svg
http://www.rackspace.com,http://www.rackspace.com/themes/custom/hansel/images/rs-logo-2021B.svg
http://www.box.com,No path to logo asset; just a data URI scheme
http://www.metropcs.com,https://t-mobile.scene7.com/is/image/Tmusprod/Apple_TV-Plus_MLS-Season-Pass_Lockup_W_RGB1?ts=1676671123746&fmt=png-alpha&dpr=off
http://www.zagg.com,https://cdn11.bigcommerce.com/s-uv4dd6xvbk/images/stencil/90x36/zagg-logo_1685998456__03358.original.png
http://www.webex.com,http://www.webex.com/content/dam/wbx/us/images/homepage/WX1-Launch-Banner-new.svg
http://www.formstack.com,https://uploads-ssl.webflow.com/5e84fbb7a2e28dc5497c62f3/5f89c453ab7da01bba858ae2_element-formstack-dark-logo.svg
http://www.icontact.com,No path to logo asset; just a data URI scheme
http://www.avaya.com,https://www.avaya.com/static/avaya/assets/images/homepage/Hero-Logo-v1.png
http://www.bigcommerce.com,https://www-cdn.bigcommerce.com/assets/bc-logo-dark.svg
http://www.univision.com,http://www.univision.com/_next/static/images/logo-univision-color.49f6b4c4450cea582fa78cbc00dee7d8.svg
http://www.8x8.com,"https://ik.imagekit.io/8x8/v3/assets/blte621f0a2bd0e9f69/blta52eade9b47d6259/60df8ee7979c171ed133db6d/logo-microsoft-teams-cropped.svg?cache=dbb5d136254e4e50b050ef0e556558da&tr=ar-1-1,fo-auto,w-150"
http://www.ringcentral.com,No path to logo asset; just a data URI scheme
http://www.riverbed.com,http://www.riverbed.com/riverbed-wp-content/themes/riverbed/dist/images/header/riverbed-logo.png
http://www.marinsoftware.com,https://assets-global.website-files.com/60ffbc3a211dee0d1874db96/64d153ed67416de35729823c_Marin-logo-2023_RGB.svg
http://www.mycricket.com,http://www.mycricket.com/uiassets/logo_cricket_green_line_small.png
http://www.gotowebinar.com,http://www.gotowebinar.com/-/media/images/shared/logos/partners/amazon-advertising_1.png?h=372&w=410&la=en&hash=13CC2C2F71432FCF7465036E2F3F231A
http://www.mail.com,No path to logo asset; just a data URI scheme
http://www.1and1.com,No path to logo asset; just a data URI scheme
http://www.mimecast.com,https://assets.mimecast.com/api/public/content/aac7c7d3363d4892b9f909aa59250d04?v=52228a06
http://www.uscellular.com,http://www.uscellular.com/content/dam/uscc-static/assets/images/confirm-approve-checkmark-blue.png
http://www.hughesnet.com,http://www.hughesnet.com/sites/default/files/FCCWhitelogo.png
http://www.aweber.com,https://assets.aweber-static.com/www/assets/img/email-automation/paypal.ce31b24c.png
http://www.peoplesmart.com,http://www.peoplesmart.com//frcdn.peoplesmart.com/assets/img/9171a837fd4de151b8e08d542a04eec4.svg
http://www.globo.com,https://s3.glbimg.com/v1/AUTH_fd78dc4be9404a2e92b908ade306e9e6/prod/header_svgs/logo-globoplay.svg
http://www.sugarsync.com,http://www.sugarsync.com/assets/img/logo-adfca65fa4.svg
http://www.bmc.com,http://www.bmc.com/content/dam/bmc/logos/bmc/logo-connect.png
http://www.terra.com,http://www.terra.com/u/fotografias/m/2023/8/24/f320x320-22362_37008_5050.jpg
http://www.teamtreehouse.com,https://ecs-static.teamtreehouse.com/assets/views/marketing/home/logos/nikelogo-455fab4544edae3b7e1d85729a8b44c8efebb734ebffa520d73afc361503959c.png
http://www.rcn.com,http://www.rcn.com/wp-content/themes/astound/images/logos/logo-astound-vertical.png
http://www.nextiva.com,https://nextivaweb.imgix.net/logos/Nextiva-Logo.svg?auto=format
http://www.hostway.com,No path to logo asset; just a data URI scheme
http://www.zinio.com,https://admin-project-assets.ziniopro.com/99/20190516161716-Zinio_WebTopNavLogo.png
http://www.wirefly.com,http://www.wirefly.com/sites/wirefly.com/themes/wirefly/images/cell-phone-carriers.jpg
http://www.twilio.com,http://www.twilio.com/content/dam/twilio-com/global/en/homepage/homepage-new/twilio_mark.svg
http://www.name.com,https://namedotcom-cdn.name.tools/media/identitydigital/identitydigital_logo.webp
http://www.jimdo.com,http://www.jimdo.com/static/50a5605a5a12937b1f9a4310b39c987c/956ea/logo_1.png
http://www.templatemonster.com,https://s3sf.tmimgcdn.com/af03eb7d785ce2f17c5ace599f051fce.svg
http://www.findmespot.com,http://www.findmespot.com/SPOT/media/Logos/spot-logo.svg
http://www.infoblox.com,https://www.infoblox.com/wp-content/uploads/infoblox-logo-2.svg
http://www.houzz.com,http://www.houzz.com//www.houzz.com/res/28215182/pic/houzz_logo.svg?v=28215182
http://www.comm100.com,http://www.comm100.com/wp-content/uploads/images/logo-comm100-2022.svg
http://www.bitly.com,https://docrdsfx76ssb.cloudfront.net/static/1692819390/pages/wp-content/uploads/2021/08/bitly_logo.svg
http://www.niu.edu,https://niu.edu/masterto/themes/Theme_1_0/css/theme_images/niu_logo.png
http://www.onstar.com,http://www.onstar.com/content/dam/onstar/na/us/en/navigation/01-images/os-header-logo-shared.svg
http://www.tel3.com,http://www.tel3.com/images/tel3-logo-svg.svg
